18 ; Frau ; Annika ; Hellwig ; 23.3.1995 ; Baumberger Str. 22a ; 25872 ; Ostenfeld ; 04845 / 68621909 ; 
19 ; Herr ; Ingo ; Krebs ; 21.5.1979 ; Mersmannsstiege 186 ; 91629 ; Weihenzell ; 09802 / 76723981 ; 
20 ; Herr ; Jona ; Scheele ; 26.5.1921 ; Memmertweg 117 ; 67063 ; Ludwigshafen am Rhein ; 0621 / 93458554 ; 
21 ; Frau ; Xenia ; Schaeffer ; 22.7.1985 ; Mariendorfer Str. 59 ; 29690 ; Gilten ; 05071 / 71476905 ; 
22 ; Herr ; Mats ; Cobb ; 18.3.1993 ; Hahnenstr. 17 ; 56368 ; Herold ; 06486 / 6472373 ; 
23 ; Herr ; Leonardo ; Stewart ; 27.2.1931 ; Rinscheweg 72 ; 26556 ; Eversmeer ; 04975 / 6118953 ; 
24 ; Herr ; Jesse ; Maas ; 7.4.1973 ; Dreilinden 152 ; 25712 ; Großenrade ; 04825 / 93843255 ; 
25 ; Herr ; Alfred ; Damm ; 8.11.1979 ; Pötterhoek 80 ; 37136 ; Landolfshausen ; 05507 / 46468550 ; 
26 ; Frau ; Rike ; Gerdes ; 2.7.1966 ; Weserstr. 174 ; 66359 ; Bous ; 06834 / 48732531 ; 
27 ; Frau ; Annika ; Gass ; 19.1.1977 ; Am Pulverschuppen 178 ; 88368 ; Bergatreute ; 07527 / 97949686 ; 
28 ; Herr ; Riccardo ; Wehner ; 5.9.1987 ; Am Burloh 152 ; 89290 ; Buch ; 07343 / 95353409 ; 
29 ; Herr ; Torben ; Söllner ; 20.9.1966 ; Hüfferstr. 93 ; 49635 ; Badbergen ; 05433 / 24802642 ; 
30 ; Herr ; Jean ; Bösch ; 26.3.1926 ; Teutonenstr. 109 ; 97253 ; Gaukönigshofen ; 09337 / 12148763 ; 
31 ; Herr ; Ali ; Kaczmarek ; 28.1.1970 ; Skagerrakstr. 47 ; 87675 ; Stötten am Auerberg ; 08349 / 68945750 ; 
32 ; Frau ; Ida ; Sparks ; 22.8.1930 ; Alte Apotheke 45 ; 96253 ; Untersiemau ; 09565 / 27390146 ; 
33 ; Frau ; Jule ; Wilhelmi ; 27.11.1940 ; Dreilinden 40 ; 25548 ; Mühlenbarbek ; 04822 / 92947727 ; 
34 ; Herr ; Lothar ; Sieger ; 10.12.1973 ; Rektoratsweg 91a ; 39387 ; Oschersleben ; 03949 / 87400551 ; 
35 ; Frau ; Yasmin ; Panzer ; 21.10.1925 ; Scheibenstr. 200a ; 25557 ; Seefeld ; 04872 / 54173093 ; 
36 ; Frau ; Ursula ; Washington ; 1.3.1959 ; Mierendorffstr. 25 ; 25709 ; Helse ; 04851 / 37750039 ; 
37 ; Herr ; Heiko ; Cremer ; 14.12.1987 ; Kappenberger Damm 176 ; 25358 ; Horst ; 04126 / 1878174 ; 
38 ; Frau ; Carin ; Lauterbach ; 19.9.1968 ; Zülpicher Str. 136 ; 76307 ; Karlsbad ; 07202 / 55425158 ; 
39 ; Herr ; Nik ; Dahms ; 10.9.1962 ; Hirseweg 91 ; 25917 ; Achtrup ; 04662 / 15339371 ; 
40 ; Herr ; Erik ; Clark ; 20.2.1942 ; Ostmarkstr. 148 ; 97496 ; Burgpreppach ; 09534 / 74133528 ; 
41 ; Herr ; Kai ; Dehne ; 14.10.1940 ; Rennbahnstr. 130 ; 21514 ; Langenlehsten ; 04547 / 51904771 ; 
42 ; Frau ; Rieke ; Bäcker ; 18.10.1932 ; Heinrichstr. 197 ; 96135 ; Stegaurach ; 0951 / 21447424 ; 
43 ; Frau ; Carina ; Müller ; 19.8.1975 ; Papenbusch 12 ; 55487 ; Niedersohren ; 06763 / 1207193 ; 
44 ; Herr ; Simon ; Rank ; 22.3.1978 ; Breslauer Str. 43 ; 91590 ; Bruckberg ; 09824 / 76743101 ; 
45 ; Herr ; Julien ; Lerch ; 10.10.1925 ; Jägerstr. A 107 ; 79211 ; Denzlingen ; 07666 / 9543887 ; 
46 ; Frau ; Melanie ; Warneke ; 23.6.1984 ; Hüfferstr. 87 ; 59558 ; Lippstadt ; 02941 / 61751544 ; 
47 ; Herr ; Reinhard ; Nolte ; 2.9.1970 ; Tondernstr. 59 ; 07980 ; Neumühle ; 03661 / 5990146 ; 
48 ; Frau ; Stephanie ; Curtis ; 17.11.1957 ; Paul-Engelhard-Weg 22 ; 19230 ; Bresegard ; 03883 / 99820074 ; 
49 ; Frau ; Elke ; Acar ; 12.6.1958 ; Norbertstr. 182 ; 94167 ; Tettenweis ; 08534 / 47246728 ; 
50 ; Herr ; Emre ; Reinicke ; 6.6.1932 ; Werkstattstr. 175 ; 95346 ; Stadtsteinach ; 09225 / 3500125 ; 
51 ; Herr ; Siegfried ; Patterson ; 14.4.1967 ; Magdalenenstr. 122 ; 85737 ; Ismaning ; 089 / 9062313 ; 
52 ; Herr ; Joshua ; Gebhardt ; 17.2.1988 ; Hansaring 140 ; 49770 ; Herzlake ; 05962 / 91192452 ; 
53 ; Frau ; Catarina ; Breitenbach ; 20.8.1948 ; Stolbergstr. 39 ; 34314 ; Espenau ; 05673 / 34891769 ; 
54 ; Herr ; Oskar ; Löwe ; 14.6.1975 ; Kurze Str. 179 ; 39638 ; Jerchel ; 03907 / 35004081 ; 
55 ; Herr ; Patrik ; Jäckel ; 10.5.1932 ; Königsberger Str. 52 ; 78183 ; Hüfingen ; 0771 / 39914112 ; 
56 ; Herr ; Detlev ; Nelson ; 9.7.1961 ; Röttgensweg 34 ; 79274 ; Sankt Märgen ; 07669 / 90570037 ; 
57 ; Herr ; Frederic ; Kasten ; 2.2.1976 ; Breslauer Str. 191 ; 91336 ; Heroldsbach ; 09190 / 5383898 ; 
58 ; Herr ; Lucas ; Lukas ; 3.9.1989 ; Zum Guten Hirten 129 ; 06108 ; Halle ; 0345 / 85085777 ; 
59 ; Frau ; Herta ; King ; 12.4.1998 ; Ölbergstr. 43 ; 99718 ; Greußen ; 03636 / 2814684 ; 
60 ; Herr ; Constantin ; Kühn ; 28.3.1925 ; Offerkämpe 140 ; 21398 ; Neetze ; 05850 / 31410671 ; 
61 ; Frau ; Catharina ; Süss ; 11.2.1993 ; Rückertstr. 40 ; 79585 ; Steinen ; 07627 / 32202393 ; 
62 ; Frau ; Claudia ; Wassermann ; 2.5.1924 ; Enschedeweg 102 ; 33334 ; Gütersloh ; 05241 / 55823327 ; 
63 ; Frau ; Heike ; Houston ; 8.5.1934 ; Dreizehnerstr. 121 ; 17440 ; Buddenhagen ; 03836 / 939277 ; 
64 ; Frau ; Antje ; Brandstetter ; 28.7.1930 ; Steinkamp 178 ; 63697 ; Hirzenhain ; 06045 / 74137607 ; 
65 ; Frau ; Maike ; Krüger ; 13.7.1955 ; Breul 108 ; 06749 ; Bitterfeld ; 03493 / 39989750 ; 
66 ; Frau ; Ulrike ; Gregory ; 26.4.1973 ; Kempener Str. 91 ; 54441 ; Kastel-Staadt ; 06581 / 47521543 ; 
67 ; Frau ; Sonja ; Watts ; 11.7.1981 ; Zülpicher Str. 143 ; 74906 ; Bad Rappenau ; 07264 / 95667931 ; 
68 ; Herr ; Daniel ; Franke ; 9.7.1952 ; Arnheimweg 197a ; 21762 ; Osterbruch ; 04751 / 75088057 ; 
69 ; Herr ; Lothar ; Krohn ; 6.10.1986 ; Norbertstr. 111 ; 19089 ; Bülow ; 03863 / 85760358 ; 
70 ; Frau ; Luisa ; Kruse ; 15.1.1986 ; Paul-Engelhard-Weg 160a ; 95509 ; Marktschorgast ; 09227 / 2396193 ; 
71 ; Herr ; Jannick ; Stanley ; 21.12.2000 ; Langestr. 163 ; 76831 ; Impflingen ; 06341 / 95699623 ; 
72 ; Frau ; Juli ; Lewis ; 11.7.1938 ; Dahlweg 86 ; 13089 ; Heinersdorf ; 030 / 19565331 ; 
73 ; Frau ; Joelle ; Wachter ; 25.3.1956 ; Overbergstr. 73 ; 45147 ; Essen ; 0201 / 32438612 ; 
74 ; Frau ; Janin ; Friedel ; 13.2.1962 ; Südstr. 110 ; 77784 ; Oberharmersbach ; 07837 / 32905235 ; 
75 ; Frau ; Paula ; Wirtz ; 1.8.1972 ; Papenbusch 92 ; 85139 ; Wettstetten ; 0841 / 72129162 ; 
76 ; Frau ; Paula ; Imhof ; 12.5.1948 ; Rohrkampstr. 25 ; 34474 ; Diemelstadt ; 05694 / 98317177 ; 
77 ; Frau ; Meike ; Wells ; 27.10.1983 ; Buldernweg 82 ; 57629 ; Stein-Wingert ; 02662 / 43645907 ; 
78 ; Herr ; Siegfried ; Jakobs ; 25.3.1921 ; Hermann-Treff-Weg 118 ; 99718 ; Westgreußen ; 03636 / 21240158 ; 
79 ; Herr ; Frederik ; Rack ; 13.12.1978 ; Steinkamp 37 ; 97907 ; Hasloch ; 09342 / 53324000 ; 
80 ; Herr ; Frank ; Schwager ; 9.4.1987 ; Templerweg 190 ; 14195 ; Dahlem ; 030 / 48412512 ; 
81 ; Herr ; Günter ; Brehmer ; 17.8.1981 ; Eifelstr. 107 ; 69493 ; Hirschberg an der Bergstraße ; 06201 / 38424284 ; 
82 ; Frau ; Michelle ; Neitzel ; 7.6.1962 ; Röttgensweg 142 ; 06844 ; Waldersee ; 0340 / 96175386 ; 
83 ; Herr ; Ernst ; Allison ; 13.7.1934 ; Eulenbergstr. 10 ; 24111 ; Kiel ; 0431 / 2934983 ; 
84 ; Frau ; Samira ; Leibold ; 5.12.1984 ; Immelmannstr. 61 ; 77966 ; Kappel-Grafenhausen ; 07822 / 1448989 ; 
85 ; Herr ; Laurin ; Ziemer ; 5.1.1933 ; Mindener Str. 126 ; 49685 ; Schneiderkrug ; 04447 / 79391788 ; 
86 ; Herr ; Philipp ; Wiener ; 16.12.1987 ; Oscar-Wilde-Str. 177 ; 35428 ; Langgöns ; 06403 / 99700318 ; 
87 ; Herr ; Matti ; Wege ; 18.12.1943 ; Ostlandstr. 97 ; 24594 ; Heinkenborstel ; 04871 / 11480055 ; 
88 ; Herr ; Joshua ; Orth ; 7.3.1937 ; Kurze Str. 72 ; 86859 ; Igling ; 08248 / 75474731 ; 
89 ; Herr ; Mike ; Warmuth ; 16.10.1958 ; Schmeddingstr. 95 ; 86920 ; Denklingen ; 08243 / 27432417 ; 
90 ; Herr ; Laurenz ; Heil ; 14.7.1972 ; Cheruskerstr. 73 ; 53520 ; Drees ; 02692 / 59075744 ; 
91 ; Frau ; Jette ; Kretz ; 10.6.1930 ; Görlitzer Str. 37 ; 55471 ; Tiefenbach ; 06761 / 92039846 ; 
92 ; Frau ; Juliana ; Schell ; 26.10.1992 ; Kurze Str. 53 ; 30539 ; Hannover ; 0511 / 9590079 ; 
93 ; Frau ; Julie ; Pausch ; 15.1.1992 ; Neißestr. 123 ; 72534 ; Hayingen ; 07386 / 22906916 ; 
94 ; Herr ; Andreas ; Tolksdorf ; 28.11.1946 ; Marktstr. 86 ; 86742 ; Fremdingen ; 09086 / 78296537 ; 
95 ; Frau ; Marta ; Hild ; 12.12.1938 ; Hogenbergstr. 132a ; 64668 ; Lauten-Weschnitz ; 06253 / 48943795 ; 
96 ; Frau ; Nelli ; Dennis ; 24.6.1951 ; Schubertstr. 40 ; 25485 ; Hemdingen ; 04123 / 57152229 ; 
97 ; Herr ; Alexander ; Mack ; 9.8.1945 ; Münsterstr. 58 ; 54441 ; Schoden ; 06581 / 84429026 ; 
98 ; Frau ; Ronja ; Wirth ; 13.5.1931 ; Am Filk 117 ; 87663 ; Lengenwang ; 08364 / 40968703 ; 
99 ; Herr ; Bernd ; Newton ; 1.6.1984 ; Wildpfad 1 ; 86480 ; Waltenhausen ; 08282 / 89412658 ; 
100 ; Herr ; Kristof ; Altmann ; 11.5.1923 ; Am Dornbusch 198 ; 29365 ; Sprakensehl ; 05837 / 93719703 ; 
101 ; Frau ; Romy ; Howell ; 12.12.1964 ; Schubertstr. 57 ; 36124 ; Eichenzell ; 06659 / 30798198 ; 
102 ; Herr ; Nik ; Ritter ; 5.10.1938 ; Straßburger Weg 28 ; 97286 ; Winterhausen ; 09303 / 49830094 ; 
103 ; Herr ; Matthies ; Degenhardt ; 16.4.1999 ; Am Burloh 45 ; 96515 ; Judenbach ; 03675 / 62801578 ; 
104 ; Herr ; Gabriel ; Steffens ; 22.6.1998 ; Templerweg 16 ; 73344 ; Gruibingen ; 07335 / 31970891 ; 
105 ; Herr ; Steven ; Wells ; 20.5.1996 ; Merheimer Str. 160 ; 54343 ; Föhren ; 06502 / 52584048 ; 
106 ; Herr ; Jesse ; Tietz ; 26.6.1994 ; Heroldstr. 125 ; 66851 ; Hauptstuhl ; 06371 / 18066098 ; 
107 ; Frau ; Lana ; Rau ; 28.2.1963 ; Am Hörsterfriedhof 18 ; 26388 ; Wilhelmshaven ; 04421 / 56771295 ; 
108 ; Frau ; Elena ; Wendel ; 4.7.1990 ; Havichhorster Mühle 49 ; 31702 ; Lüdersfeld ; 05725 / 29494114 ; 
109 ; Frau ; Klaudia ; Gräf ; 7.8.1958 ; Am Burloh 62 ; 49828 ; Georgsdorf ; 05946 / 81343522 ; 
110 ; Frau ; Isabelle ; Christ ; 23.8.1939 ; Düesbergweg 24a ; 54595 ; Prüm ; 06551 / 38895185 ; 
111 ; Frau ; Zoé ; Bender ; 11.1.1972 ; An den Weiden 26 ; 44797 ; Bochum ; 0234 / 78406958 ; 
112 ; Frau ; Linn ; Kremer ; 15.5.1965 ; Papenbusch 191 ; 10829 ; Berlin ; 030 / 13609446 ; 
113 ; Herr ; Colin ; Gebhart ; 20.2.1938 ; Arnheimweg 78 ; 34639 ; Schwarzenborn ; 05686 / 88673394 ; 
114 ; Herr ; Leonardo ; Lawson ; 1.12.1988 ; Pötterhoek 32 ; 66606 ; Sankt Wendel ; 06851 / 86389776 ; 
115 ; Herr ; Moritz ; Mertens ; 22.9.1925 ; Florentine-Eichler-Str. 77 ; 96176 ; Pfarrweisach ; 09535 / 43254235 ; 
116 ; Herr ; Denis ; Bross ; 12.2.1973 ; Rosenplatz 8 ; 86574 ; Petersdorf ; 08237 / 70062358 ; 
117 ; Frau ; Irmgart ; Helbig ; 20.1.1959 ; Försterstr. 132 ; 89081 ; Ulm ; 0731 / 27726735 ; 
118 ; Frau ; Joy ; Williamson ; 5.4.1968 ; Dingbängerweg 86 ; 37308 ; Bodenrode-Westhausen ; 03606 / 19117750 ; 
119 ; Herr ; Richard ; Ward ; 4.4.1972 ; Birkenweg 100 ; 55442 ; Warmsroth ; 06724 / 71242157 ; 
120 ; Herr ; Kristof ; Neumann ; 9.10.2000 ; Oberschlesier Str. 144 ; 55758 ; Niederwörresbach ; 06785 / 83827217 ; 
121 ; Frau ; Renate ; Osborne ; 4.8.1949 ; Hindenburgplatz 18 ; 61138 ; Niederdorfelden ; 06101 / 45535281 ; 
122 ; Herr ; Hendrik ; Obermüller ; 9.12.1930 ; Hölkenbusch 30 ; 24363 ; Holtsee ; 04357 / 84763294 ; 
123 ; Herr ; Tom ; Fields ; 20.10.1985 ; Deutz-Kalker Str. 111 ; 95365 ; Rugendorf ; 09223 / 63758117 ; 
124 ; Frau ; Ulrike ; Bell ; 23.9.1967 ; Skagerrakstr. 176 ; 57562 ; Herdorf ; 02744 / 72958805 ; 
125 ; Frau ; Ilse ; Cannon ; 1.7.1942 ; Bernhard-Poether-Str. 186a ; 20099 ; Hamburg ; 040 / 11011767 ; 
126 ; Herr ; Gerhard ; Reit ; 11.6.1980 ; Holunderweg 27 ; 09430 ; Drebach ; 03725 / 34213392 ; 
127 ; Frau ; Silke ; Rost ; 28.10.1951 ; Hölkenbusch 196 ; 73565 ; Spraitbach ; 07176 / 87070740 ; 
128 ; Herr ; Christian ; Weidner ; 15.7.1998 ; Cheruskerstr. 191 ; 99510 ; Obertrebra ; 03644 / 43784733 ; 
129 ; Frau ; Ingeborg ; Rasche ; 11.5.1937 ; Nieland 94 ; 98693 ; Oberpörlitz ; 03677 / 70239938 ; 
130 ; Herr ; Rainer ; Becher ; 12.1.1974 ; Telemannstr. 81 ; 88477 ; Schwendi ; 07353 / 60431537 ; 
131 ; Frau ; Joy ; Gerlach ; 26.10.1935 ; Äußere Kanalstr. 89 ; 55270 ; Essenheim ; 06136 / 15634265 ; 
132 ; Herr ; Maxim ; Mai ; 19.6.1967 ; Dorotheenstr. 141 ; 74369 ; Löchgau ; 07143 / 43952203 ; 
133 ; Frau ; Carlotta ; Adler ; 25.11.1937 ; Goldregenweg 116 ; 06295 ; Burgsdorf ; 03475 / 90530690 ; 
134 ; Herr ; André ; Liedtke ; 5.6.1959 ; Im Sonnentau 136 ; 17089 ; Grapzow ; 03965 / 51569078 ; 
135 ; Herr ; Kjell ; Brunner ; 20.2.1936 ; Oberschlesier Str. 39 ; 67718 ; Schmalenberg ; 06307 / 11127265 ; 
136 ; Frau ; Jasmin ; Lüth ; 16.7.1955 ; Hofstr. 4 ; 26340 ; Zetel ; 04453 / 54008453 ; 
137 ; Herr ; Phillipp ; Straub ; 16.6.1991 ; Soester Str. 44 ; 54655 ; Usch ; 06563 / 3156318 ; 
138 ; Frau ; Franziska ; Fahl ; 25.10.1977 ; Rückertstr. 34 ; 55413 ; Oberheimbach ; 06721 / 68789481 ; 
139 ; Herr ; Luke ; Reuter ; 24.12.1986 ; Heisstr. 150 ; 67167 ; Erpolzheim ; 06353 / 61870029 ; 
140 ; Frau ; Teresa ; Kalinowski ; 28.9.1977 ; Am Grauen Stein 186 ; 16775 ; Schönermark ; 03306 / 71947800 ; 
141 ; Frau ; Rike ; Rupp ; 8.1.1957 ; Teutonenstr. 28 ; 25588 ; Mehlbek ; 04821 / 52877001 ; 
142 ; Herr ; Gabriel ; Semmler ; 1.4.1998 ; Memmertweg 40 ; 69502 ; Hemsbach ; 06201 / 38123135 ; 
143 ; Herr ; Thorsten ; Quandt ; 2.1.1932 ; Nienkamp 50 ; 85232 ; Bergkirchen ; 08131 / 42600644 ; 
144 ; Frau ; Anja ; Schleicher ; 8.12.1984 ; Erpeler Str. 166 ; 65207 ; Wiesbaden ; 0611 / 85120556 ; 
145 ; Frau ; Sabine ; Simpson ; 24.4.1942 ; Am Krausen Baum 13 ; 21379 ; Lüdersburg ; 04136 / 35416715 ; 
146 ; Frau ; Dana ; Smith ; 8.4.1986 ; Gropiusstr. 28 ; 25917 ; Achtrup ; 04662 / 65528944 ; 
147 ; Herr ; Otto ; Herz ; 1.5.1969 ; Neißestr. 55 ; 73079 ; Süßen ; 07162 / 7796805 ; 
148 ; Herr ; Horst ; Gibson ; 10.6.1964 ; Lammerbach 20 ; 39638 ; Gardelegen ; 03907 / 96026091 ; 
149 ; Herr ; Leonard ; Demir ; 13.1.1922 ; Rosenplatz 89a ; 78591 ; Durchhausen ; 07464 / 51282504 ; 
150 ; Herr ; Louis ; Herter ; 18.4.1979 ; Im Draum 68a ; 37445 ; Walkenried ; 05525 / 61992519 ; 
151 ; Herr ; Phillip ; Eckard ; 5.10.1925 ; Immelmannstr. 18 ; 36399 ; Freiensteinau ; 06666 / 24453905 ; 
152 ; Frau ; Ruth ; Hellwig ; 6.12.1962 ; Morthorststr. 15 ; 86971 ; Peiting ; 08861 / 16736650 ; 
153 ; Frau ; Magdalena ; Wiesmann ; 27.11.1967 ; Maximilianstr. 123 ; 55592 ; Breitenheim ; 06753 / 64619388 ; 
154 ; Herr ; Heinz ; Geisler ; 27.9.1939 ; Tondernstr. 8 ; 93354 ; Siegenburg ; 09444 / 82551624 ; 
155 ; Frau ; Xenia ; Kruse ; 26.10.1956 ; Oscar-Wilde-Str. 55 ; 56472 ; Hof ; 02661 / 85461641 ; 
156 ; Frau ; Gisela ; Eckhard ; 18.9.1950 ; Rennbahnstr. 12 ; 67598 ; Gundersheim ; 06244 / 32239935 ; 
157 ; Herr ; Rolf ; Reichert ; 21.5.1991 ; Hensenstr. 131 ; 08340 ; Beierfeld ; 03774 / 9623441 ; 
158 ; Herr ; Mike ; Schwegler ; 17.3.1973 ; Horstmarer Landweg 145a ; 29462 ; Wustrow ; 05841 / 95925804 ; 
159 ; Herr ; Moritz ; Strickland ; 6.10.1927 ; Am Pulverschuppen 107 ; 65611 ; Brechen ; 06438 / 60626920 ; 
160 ; Herr ; Mohammed ; Sikora ; 7.7.1998 ; Erikahof 41 ; 24635 ; Rickling ; 04328 / 82755556 ; 
161 ; Frau ; Dilara ; Overbeck ; 1.10.1945 ; Rohrkampstr. 44 ; 50825 ; Köln ; 0221 / 99104774 ; 
162 ; Herr ; Luca ; Zinn ; 7.5.1964 ; Eifelstr. 198 ; 91460 ; Baudenbach ; 09164 / 32361113 ; 
163 ; Herr ; Jonathan ; Schindler ; 7.1.1925 ; An den Weiden 33 ; 73278 ; Schlierbach ; 07021 / 98144533 ; 
164 ; Herr ; Joschua ; Herter ; 5.8.1957 ; Rincklakeweg 48 ; 67368 ; Westheim ; 06344 / 71869596 ; 
165 ; Herr ; Manuel ; Euler ; 4.3.1965 ; Gasselstiege 86 ; 99310 ; Wachsenburggemeinde ; 03628 / 84944992 ; 
166 ; Herr ; Henry ; Roos ; 26.6.1968 ; Piusstr. 124 ; 69434 ; Hirschhorn ; 06272 / 81534256 ; 
167 ; Frau ; Anastasia ; Johnston ; 3.12.1941 ; Paul-Engelhard-Weg 71 ; 21255 ; Tostedt ; 04182 / 64703483 ; 
168 ; Frau ; Frieda ; Bernd ; 13.8.1973 ; Langestr. 16 ; 67229 ; Gerolsheim ; 06238 / 24340198 ; 
169 ; Frau ; Aylin ; Hielscher ; 5.11.1994 ; Röttgensweg 56 ; 76571 ; Gaggenau ; 07225 / 16403552 ; 
170 ; Herr ; Nicholas ; Sieger ; 20.9.1966 ; Marderweg 164 ; 52351 ; Düren ; 02421 / 74106699 ; 
171 ; Frau ; Louise ; Rauch ; 5.5.1947 ; Angelstr. 121 ; 14712 ; Rathenow ; 03385 / 99083781 ; 
172 ; Frau ; Louise ; Wiest ; 11.10.1945 ; Methweg 87 ; 25709 ; Marnerdeich ; 04851 / 23875686 ; 
173 ; Herr ; Bjarne ; Robinson ; 23.8.1928 ; Hogenbergstr. 81 ; 07334 ; Kamsdorf ; 03671 / 35967675 ; 
174 ; Frau ; Nicole ; Räder ; 21.9.1935 ; Marientalstr. 95 ; 37269 ; Eschwege ; 05651 / 39263674 ; 
175 ; Herr ; Nicholas ; Wienand ; 15.7.1920 ; Meinertzstr. 82a ; 25582 ; Hohenaspe ; 04893 / 96309940 ; 
176 ; Herr ; Lewin ; Briggs ; 28.12.1932 ; Arnheimweg 20 ; 65191 ; Wiesbaden ; 0611 / 50171803 ; 
177 ; Herr ; Joel ; Kappes ; 10.4.1921 ; Templerweg 91 ; 94508 ; Schöllnach ; 09903 / 65854926 ; 
178 ; Herr ; Frederik ; Ternes ; 3.6.1985 ; Eibenweg 131a ; 71254 ; Ditzingen ; 07156 / 61438308 ; 
179 ; Frau ; Anastasia ; Peters ; 18.3.1979 ; Fresnostr. 91 ; 01219 ; Dresden ; 0351 / 82158695 ; 
180 ; Herr ; Lothar ; Senioren ; 2.9.1930 ; Möserweg 86 ; 16775 ; Gransee ; 03306 / 25847147 ; 
181 ; Herr ; Heiko ; Remondis ; 9.6.1962 ; Kochwiesenstr. 103 ; 59964 ; Medebach ; 02982 / 56098965 ; 
182 ; Herr ; Georg ; Wetzel ; 15.10.1988 ; Merheimer Str. 61 ; 66879 ; Kollweiler ; 06385 / 64919650 ; 
183 ; Frau ; Neele ; Reichel ; 9.7.1968 ; Marktstr. 177 ; 24147 ; Klausdorf ; 0431 / 95865810 ; 
184 ; Frau ; Meike ; Dehmel ; 3.5.1958 ; Böttcherstr. 94 ; 65551 ; Limburg an der Lahn ; 06431 / 76968735 ; 
185 ; Frau ; Nelli ; Stevenson ; 21.7.1925 ; Starweg 46 ; 24253 ; Prasdorf ; 04344 / 44976135 ; 
186 ; Herr ; Karl ; Seifried ; 6.1.1932 ; Wormser Str. 118 ; 46397 ; Bocholt ; 02871 / 4199774 ; 
187 ; Frau ; Annette ; Linder ; 11.1.1920 ; Görlitzer Str. 34 ; 79588 ; Efringen-Kirchen ; 07628 / 70869914 ; 
188 ; Frau ; Luna ; Beer ; 23.2.1989 ; Willingrott 184 ; 33602 ; Bielefeld ; 0521 / 32648660 ; 
189 ; Frau ; Bärbel ; Lucas ; 4.5.1977 ; Bernhard-Poether-Str. 3 ; 93077 ; Bad Abbach ; 09405 / 95029377 ; 
190 ; Herr ; Timm ; Ochs ; 15.12.1983 ; Avendruper Str. 93 ; 54453 ; Nittel ; 06584 / 80489385 ; 
191 ; Herr ; Marcel ; Hirschfeld ; 8.5.1944 ; Willingrott 74 ; 64859 ; Eppertshausen ; 06071 / 43101476 ; 
192 ; Frau ; Maren ; Saunders ; 4.10.1938 ; Rohrkampstr. 180 ; 91601 ; Dombühl ; 09868 / 9436120 ; 
193 ; Frau ; Susanne ; Bartsch ; 22.11.1927 ; Nieland 137 ; 09123 ; Chemnitz ; 0371 / 42327282 ; 
194 ; Frau ; Maike ; Reimers ; 11.2.1974 ; Josef-Suwelack-Weg 164 ; 53506 ; Heckenbach ; 02643 / 92869456 ; 
195 ; Herr ; Nils ; Kühnel ; 2.7.1975 ; Breul 95 ; 85125 ; Kinding ; 08467 / 20716482 ; 
196 ; Frau ; Lynn ; Schwarz ; 11.7.1990 ; Gescherweg 164 ; 89269 ; Vöhringen ; 07306 / 35968214 ; 
