51 ; Frau ; Carina ; Thomsen ; 5.6.1994 ; Friedrich-Ebert-Str. 171 ; 94360 ; Mitterfels ; 09961 / 1220447 ; 
52 ; Frau ; Ute ; Münz ; 3.7.1931 ; Catharina-Müller-Str. 86 ; 38542 ; Leiferde ; 05373 / 57888582 ; 
53 ; Herr ; Klaus ; Kretzer ; 13.9.1976 ; Angelstr. 128 ; 54689 ; Dasburg ; 06550 / 40869640 ; 
54 ; Herr ; Dustin ; Seibert ; 16.7.1977 ; Catharina-Müller-Str. 42 ; 38120 ; Braunschweig ; 0531 / 32084146 ; 
55 ; Frau ; Kim ; Garner ; 18.8.1924 ; Am Krausen Baum 119 ; 58642 ; Iserlohn ; 02371 / 56985156 ; 
56 ; Herr ; Günther ; Kloster ; 20.8.1953 ; Försterstr. 166 ; 72149 ; Neustetten ; 07472 / 58141774 ; 
57 ; Herr ; Enrico ; Brenner ; 28.10.1936 ; Simon-Meister-Str. 17 ; 59609 ; Anröchte ; 02947 / 97048108 ; 
58 ; Herr ; Arne ; Reisch ; 6.9.1928 ; Langestr. 73 ; 85457 ; Wörth ; 08122 / 94448534 ; 
59 ; Frau ; Lili ; Flame ; 7.6.1962 ; Steinkamp 140 ; 25938 ; Wrixum ; 04681 / 40628069 ; 
60 ; Frau ; Clara ; Bernd ; 23.8.1944 ; Friedrich-Ebert-Str. 161 ; 94513 ; Schönberg ; 08554 / 60779985 ; 
61 ; Frau ; Lotta ; Baumgärtner ; 27.4.1941 ; Von-Holte-Str. 181a ; 91080 ; Marloffstein ; 09131 / 25678138 ; 
62 ; Herr ; Kristof ; Edler ; 2.4.1969 ; Angelmodder Weg 176 ; 85465 ; Langenpreising ; 08762 / 90557968 ; 
63 ; Frau ; Beate ; Herkules ; 23.7.1954 ; Landoisstr. 148 ; 97337 ; Dettelbach ; 09324 / 77543623 ; 
64 ; Herr ; Lothar ; Uhrig ; 26.2.1999 ; Steinkamp 143 ; 93167 ; Falkenstein ; 09462 / 5774382 ; 
65 ; Herr ; Karlo ; Oberle ; 20.11.1981 ; Theodor-Heuss-Ring 56 ; 65558 ; Langenscheid ; 06432 / 6787405 ; 
66 ; Herr ; Constantin ; Schwörer ; 3.10.1922 ; Kapellenstr. 60 ; 21784 ; Geversdorf ; 04777 / 50390091 ; 
67 ; Herr ; Philip ; Gaiser ; 11.4.1920 ; Kröver Str. 144 ; 77716 ; Haslach ; 07832 / 74343333 ; 
68 ; Herr ; Peter ; Schrader ; 10.3.1937 ; Goldregenweg 155 ; 56249 ; Herschbach ; 02626 / 52868042 ; 
69 ; Herr ; Lennart ; Hunter ; 3.12.1931 ; Offerkämpe 197 ; 06118 ; Halle ; 0345 / 93357729 ; 
70 ; Frau ; Leonie ; Fink ; 20.4.1982 ; Gildenstr. 92 ; 29484 ; Langendorf ; 05865 / 17819651 ; 
71 ; Herr ; Claus ; Schmitz ; 12.4.1967 ; Offerkämpe 51 ; 56368 ; Ergeshausen ; 06486 / 92797991 ; 
72 ; Frau ; Marah ; Ostrowski ; 10.11.1981 ; Dorbaumstr. 15 ; 25776 ; Sankt Annen ; 04882 / 32384745 ; 
73 ; Herr ; Kilian ; Krauss ; 22.11.1930 ; Goldregenweg 94 ; 86453 ; Dasing ; 08205 / 68588006 ; 
74 ; Herr ; Constantin ; Gibson ; 19.10.1985 ; Kanalstr. 191 ; 27367 ; Eversen ; 04269 / 5216443 ; 
75 ; Frau ; Amy ; Heck ; 4.4.1952 ; Gremmendorfer Weg 2 ; 84558 ; Halsbach ; 08623 / 19057417 ; 
76 ; Frau ; Philine ; Nunez ; 24.6.1956 ; Rosenplatz 98 ; 21493 ; Schwarzenbek ; 04151 / 5545408 ; 
77 ; Frau ; Victoria ; Lloyd ; 5.1.1971 ; Frauenstr. 60 ; 95463 ; Bindlach ; 09208 / 78919708 ; 
78 ; Herr ; Bruno ; Puls ; 25.6.1920 ; Beuelsweg 179a ; 31600 ; Uchte ; 05763 / 70169717 ; 
79 ; Herr ; Danny ; Zoellner ; 21.6.1969 ; Zülpicher Str. 143 ; 26835 ; Hesel ; 04950 / 32337335 ; 
80 ; Herr ; Marvin ; Schweizer ; 24.11.1945 ; Deutz-Kalker Str. 105 ; 91257 ; Pegnitz ; 09241 / 12516403 ; 
81 ; Frau ; Hildegard ; Conrad ; 26.2.1968 ; Elsa-Brändström-Weg 71 ; 28844 ; Weyhe ; 04203 / 30442247 ; 
82 ; Frau ; Christina ; Poole ; 24.2.1971 ; Eifelstr. 88 ; 94267 ; Prackenbach ; 09942 / 19928061 ; 
83 ; Frau ; Teresa ; Münstermann ; 4.8.1954 ; Florentine-Eichler-Str. 10 ; 94568 ; Sankt Oswald-Riedlhütte ; 08552 / 21951626 ; 
84 ; Herr ; Marco ; Johnston ; 17.9.1936 ; Langeworth 124 ; 24536 ; Neumünster ; 04321 / 49543413 ; 
85 ; Frau ; Meike ; Reineke ; 2.1.1939 ; Westenkamp 81 ; 85410 ; Haag an der Amper ; 08167 / 94339755 ; 
86 ; Herr ; Jonas ; Kasper ; 24.11.1954 ; Josef-Suwelack-Weg 12 ; 86420 ; Diedorf ; 08238 / 78637371 ; 
87 ; Herr ; Maxim ; Käser ; 9.4.1977 ; Rosenplatz 114 ; 93149 ; Nittenau ; 09436 / 77384344 ; 
88 ; Herr ; Kay ; Schmidt ; 1.5.1978 ; Rektoratsweg 136 ; 21514 ; Klein Pampau ; 04155 / 16861052 ; 
89 ; Herr ; Frank ; Todd ; 8.8.1972 ; Ostlandstr. 54a ; 45772 ; Marl ; 02365 / 4377371 ; 
90 ; Herr ; Connor ; Henninger ; 3.12.1926 ; Bielefelder Str. 33 ; 55758 ; Hellertshausen ; 06544 / 59384550 ; 
91 ; Frau ; Angela ; Reed ; 4.2.1974 ; Werseblick 151 ; 42285 ; Wuppertal ; 0202 / 77129416 ; 
92 ; Frau ; Melanie ; Schönfeld ; 21.11.1958 ; Paul-Engelhard-Weg 92 ; 56858 ; Belg ; 06763 / 46152604 ; 
93 ; Herr ; Jacob ; Schwarze ; 3.6.1951 ; Vorgebirgstr. 61 ; 26632 ; Ihlow ; 04929 / 24797727 ; 
94 ; Frau ; Catarina ; Pierce ; 28.2.1922 ; Im Sonnentau 183 ; 19075 ; Pampow ; 03869 / 83293051 ; 
95 ; Frau ; Rosemarie ; Hillebrandt ; 18.11.1943 ; Schiffahrter Damm 31 ; 25774 ; Groven ; 04882 / 93046651 ; 
96 ; Herr ; Tobias ; Hügel ; 6.8.1940 ; Stolbergstr. 23 ; 24329 ; Grebin ; 04383 / 82348666 ; 
97 ; Herr ; Benedikt ; Winkelmann ; 15.2.1955 ; Kröver Str. 74 ; 67685 ; Schwedelbach ; 06374 / 64688058 ; 
98 ; Herr ; Can ; Zell ; 3.12.1922 ; Herdingstr. 190 ; 95703 ; Plößberg ; 09636 / 37373149 ; 
99 ; Frau ; Martha ; Löwe ; 24.11.1959 ; Möserweg 32 ; 83024 ; Rosenheim ; 08031 / 18819628 ; 
100 ; Frau ; Heidi ; Cunningham ; 7.8.1978 ; Mindener Str. 50 ; 56357 ; Oberwallmenach ; 06772 / 92229744 ; 
101 ; Herr ; Christian ; Kaltenbach ; 5.7.1997 ; Rincklakeweg 2 ; 26810 ; Westoverledingen ; 04955 / 56873693 ; 
102 ; Frau ; Christel ; Jäkel ; 27.6.1945 ; Maximilianstr. 154 ; 91593 ; Burgbernheim ; 09843 / 10811030 ; 
103 ; Herr ; Christian ; Brodbeck ; 4.11.1923 ; Dorotheenstr. 144 ; 26548 ; Norderney ; 04932 / 38034519 ; 
104 ; Frau ; Isabell ; Hernandez ; 20.2.1998 ; Mecklenbecker Str. 47 ; 26180 ; Rastede ; 04402 / 39866622 ; 
105 ; Herr ; Maik ; Gottwald ; 7.8.1992 ; Flaßkuhl 84 ; 54441 ; Ayl ; 06501 / 21105412 ; 
106 ; Frau ; Annette ; Jansen ; 16.6.1982 ; Schiffahrter Damm 67 ; 55608 ; Becherbach ; 06757 / 49038142 ; 
107 ; Frau ; Lili ; Bridges ; 18.4.1990 ; Zum Burgschemm 17 ; 12059 ; Berlin - Neukölln ; 030 / 19934413 ; 
108 ; Frau ; Aileen ; Teuber ; 24.8.1939 ; Emdener Str. 81 ; 17237 ; Klein Vielen ; 03981 / 40630213 ; 
109 ; Herr ; Sascha ; Kellner ; 20.9.1986 ; Dreizehnerstr. 153 ; 87654 ; Friesenried ; 08347 / 44599183 ; 
110 ; Herr ; Tristan ; Watkins ; 21.4.1934 ; Piusstr. 61 ; 89129 ; Öllingen ; 07345 / 25783578 ; 
111 ; Frau ; Nicole ; Dahlke ; 28.8.1983 ; Kirchstr. 39 ; 63667 ; Nidda ; 06043 / 16075839 ; 
112 ; Herr ; Lion ; Wilkens ; 14.3.1949 ; Am Filk 176 ; 92723 ; Tännesberg ; 09655 / 73784748 ; 
113 ; Herr ; Tobias ; Linder ; 1.5.1923 ; Angelmodder Weg 199 ; 56179 ; Vallendar ; 0261 / 19579920 ; 
114 ; Herr ; Leonardo ; Kallweit ; 23.4.1991 ; Bernhard-Poether-Str. 162 ; 56767 ; Ueß ; 02692 / 63707300 ; 
115 ; Frau ; Marina ; Matthews ; 5.6.1986 ; Morthorststr. 78 ; 06333 ; Arnstedt ; 03473 / 35830121 ; 
116 ; Frau ; Vivienne ; Kennedy ; 21.10.2000 ; Kurneystr. 27 ; 31621 ; Pennigsehl ; 05028 / 65817022 ; 
117 ; Herr ; Andre ; Norton ; 19.10.1992 ; Am Nubbenberg 190 ; 67454 ; Haßloch ; 06324 / 91729976 ; 
118 ; Herr ; Denis ; Berner ; 22.1.1927 ; Am Berler Kamp 171 ; 63937 ; Weilbach ; 09373 / 84640997 ; 
119 ; Frau ; Helen ; Henninger ; 10.2.1965 ; Friedrichstr. 173 ; 56357 ; Oberwallmenach ; 06772 / 79753111 ; 
120 ; Frau ; Celina ; Thelen ; 20.10.1955 ; Sternstr. 60 ; 97513 ; Michelau ; 09382 / 93621883 ; 
121 ; Frau ; Jolina ; Gessler ; 17.11.1980 ; Straßburger Weg 108 ; 87547 ; Missen-Wilhams ; 08320 / 71030211 ; 
122 ; Frau ; Inga ; Thomsen ; 26.1.1925 ; Kriegerweg 170 ; 40724 ; Hilden ; 02103 / 67370973 ; 
123 ; Frau ; Gerda ; Krone ; 14.4.1926 ; Kochwiesenstr. 75 ; 06217 ; Merseburg ; 03461 / 99426093 ; 
124 ; Herr ; Till ; Heck ; 24.10.1945 ; Schubertstr. 5 ; 55774 ; Baumholder ; 06783 / 65996473 ; 
125 ; Frau ; Mariella ; Gericke ; 9.9.1967 ; Hülsebrockstr. 93 ; 79359 ; Riegel am Kaiserstuhl ; 07642 / 22622858 ; 
126 ; Frau ; Teresa ; Cruz ; 17.1.1935 ; Mindener Str. 121 ; 29588 ; Oetzen ; 05805 / 83812300 ; 
127 ; Herr ; Heinz ; Daub ; 2.5.1968 ; Overbergstr. 134 ; 31749 ; Auetal ; 05753 / 21263204 ; 
128 ; Herr ; Jean ; Marschall ; 1.1.1964 ; Hogenbergstr. 153 ; 60487 ; Frankfurt am Main ; 069 / 17562859 ; 
129 ; Frau ; Annabelle ; Kunze ; 5.6.1937 ; Von-Holte-Str. 10a ; 47877 ; Willich ; 02154 / 8635673 ; 
130 ; Frau ; Chantalle ; Neubert ; 24.7.1958 ; Gildenstr. 122 ; 56412 ; Niedererbach ; 02602 / 56893120 ; 
131 ; Frau ; Anouk ; Glocke ; 28.9.1951 ; Wolbecker Str. 170 ; 24969 ; Großenwiehe ; 04604 / 51571585 ; 
132 ; Herr ; Karlo ; Sondermann ; 6.2.1974 ; Scheibenstr. 183 ; 25842 ; Langenhorn ; 04672 / 96029549 ; 
133 ; Frau ; Melissa ; Freeman ; 7.12.1931 ; Hillscheider Weg 16 ; 44536 ; Lünen ; 02306 / 96387902 ; 
134 ; Herr ; Silas ; Rice ; 20.12.1984 ; Am Getterbach 55 ; 88379 ; Guggenhausen ; 07503 / 1284555 ; 
135 ; Herr ; David ; Walker ; 22.1.1972 ; Drachterstr. 152 ; 31840 ; Hessisch Oldendorf ; 05152 / 54678741 ; 
136 ; Herr ; Ole ; Reiner ; 6.5.1995 ; Offenbergstr. 168 ; 23936 ; Rüting ; 03881 / 35046632 ; 
137 ; Herr ; Laurenz ; Gilbert ; 22.10.1944 ; Mondstr. 151 ; 56370 ; Ebertshausen ; 06486 / 65446540 ; 
138 ; Herr ; Oliver ; Korte ; 25.12.1933 ; Soetenkamp 156 ; 55777 ; Berschweiler ; 06783 / 45408343 ; 
139 ; Herr ; Tomas ; Rice ; 9.9.1978 ; Düsseldorfer Str. 72 ; 24217 ; Krokau ; 04344 / 57438785 ; 
140 ; Herr ; Tom ; Frick ; 11.5.1961 ; Am Krausen Baum 32 ; 56858 ; Haserich ; 06542 / 57856566 ; 
141 ; Frau ; Elfriede ; Kunze ; 4.7.1995 ; Dorbaumstr. 75 ; 25927 ; Neukirchen ; 04664 / 66410465 ; 
142 ; Herr ; Constantin ; Tolksdorf ; 6.8.1926 ; Marientalstr. 150a ; 54655 ; Malbergweich ; 06563 / 78824593 ; 
143 ; Herr ; Justus ; Hecker ; 12.7.1920 ; Raesfeldstr. 92 ; 06536 ; Wolfsberg ; 03464 / 23139892 ; 
144 ; Herr ; Maximilian ; Kahn ; 7.3.1998 ; Kurneystr. 129 ; 97999 ; Igersheim ; 07931 / 40241939 ; 
145 ; Herr ; Nic ; Hauck ; 27.7.1989 ; Olpener Str. 198 ; 49685 ; Höltinghausen ; 04473 / 24996879 ; 
146 ; Frau ; Carin ; Thiel ; 9.10.1955 ; Hofstr. 33 ; 84416 ; Inning am Holz ; 08084 / 52329915 ; 
147 ; Herr ; Karsten ; Cook ; 13.10.1985 ; Johann-Krane-Weg 137 ; 03222 ; Ragow ; 03542 / 58727628 ; 
148 ; Herr ; Mirco ; Feldhaus ; 3.6.1946 ; Theodor-Heuss-Ring 12 ; 55276 ; Oppenheim ; 06133 / 93866914 ; 
149 ; Herr ; Luca ; Abraham ; 23.9.1989 ; Magdalenenstr. 104 ; 94474 ; Vilshofen an der Donau ; 08541 / 53853448 ; 
150 ; Frau ; Selin ; Hinzmann ; 18.2.1974 ; Sanddornweg 38 ; 85625 ; Glonn ; 08093 / 96632519 ; 
151 ; Frau ; Sonja ; Kappler ; 6.1.1973 ; Im Haubenfeld 71 ; 24582 ; Groß Buchwald ; 04322 / 61263734 ; 
152 ; Frau ; Carin ; Gutjahr ; 18.5.1986 ; Bohlweg 154 ; 01067 ; Dresden ; 0351 / 71205157 ; 
153 ; Frau ; Margarethe ; Zacharias ; 4.2.1975 ; Papenbusch 163 ; 66887 ; Rathsweiler ; 06381 / 77706413 ; 
154 ; Herr ; Clemens ; Herrera ; 19.11.1960 ; Altenhofer Weg 174 ; 88281 ; Schlier ; 07529 / 90247100 ; 
155 ; Herr ; Piet ; Wiest ; 12.5.1949 ; Kappenberger Damm 121 ; 48167 ; Münster ; 0251 / 59450138 ; 
156 ; Herr ; Alex ; Konrad ; 5.2.1976 ; Widdeshover Weg 88 ; 42899 ; Remscheid ; 02191 / 16144150 ; 
157 ; Frau ; Annabel ; Hilbert ; 27.9.1968 ; Kanalstr. 25 ; 66919 ; Schauerberg ; 06375 / 24609535 ; 
158 ; Herr ; Hermann ; Wolters ; 16.4.1920 ; Studtstr. 192 ; 78054 ; Villingen-Schwenningen ; 07721 / 35020074 ; 
159 ; Frau ; Christa ; Kuntz ; 16.9.1955 ; Telgenweg 152 ; 76831 ; Ilbesheim ; 06341 / 64865707 ; 
160 ; Herr ; Michel ; Gräf ; 5.11.1978 ; Marsweg 28 ; 97291 ; Thüngersheim ; 09360 / 73450102 ; 
161 ; Herr ; Gert ; Münster ; 21.8.1964 ; Guntherstr. 85 ; 49685 ; Bühren ; 04447 / 20439715 ; 
162 ; Herr ; Günter ; Beckmann ; 15.6.1984 ; Mecklenbecker Str. 1 ; 91555 ; Feuchtwangen ; 09852 / 36106148 ; 
163 ; Herr ; Noel ; Vogel ; 13.1.1967 ; Geiststr. 35 ; 31088 ; Winzenburg ; 05184 / 23160277 ; 
164 ; Frau ; Karina ; Schober ; 28.1.1997 ; Meckmannweg 10 ; 66571 ; Eppelborn ; 06827 / 71690164 ; 
165 ; Herr ; Enrico ; Ray ; 21.3.1934 ; Magdalenenstr. 22 ; 24986 ; Rüde ; 04633 / 40779055 ; 
166 ; Herr ; Thorben ; Deininger ; 1.12.1949 ; Lammerbach 11 ; 78132 ; Hornberg ; 07833 / 27832540 ; 
167 ; Frau ; Annica ; Colon ; 6.3.1952 ; Unter Kahlenhausen 137 ; 14052 ; Charlottenburg ; 030 / 42734960 ; 
168 ; Herr ; Louis ; Sasse ; 18.11.1954 ; An den Mühlen 176 ; 91058 ; Erlangen ; 09131 / 34759819 ; 
169 ; Frau ; Frida ; Andres ; 4.3.1948 ; Schmittingheide 168a ; 97717 ; Euerdorf ; 09704 / 35413000 ; 
170 ; Herr ; Christof ; Seyfried ; 8.3.1981 ; Meinertzstr. 76 ; 25881 ; Westerhever ; 04862 / 95204676 ; 
171 ; Frau ; Mila ; Marktschreier ; 13.1.1970 ; Florentine-Eichler-Str. 2 ; 21745 ; Hemmoor ; 04771 / 72960051 ; 
172 ; Frau ; Tanja ; Ulbrich ; 9.11.1999 ; Berrischstr. 115 ; 67681 ; Wartenberg-Rohrbach ; 06302 / 45285289 ; 
173 ; Frau ; Rosa ; Langer ; 27.6.1934 ; Steinfurter Str. 130a ; 14480 ; Potsdam ; 0331 / 5178838 ; 
174 ; Herr ; Georg ; Dammann ; 10.1.1960 ; Hansaring 155 ; 47551 ; Bedburg-Hau ; 02821 / 37921231 ; 
175 ; Frau ; Catrin ; Schade ; 19.2.1926 ; Osthuesheide 48 ; 55444 ; Schweppenhausen ; 06724 / 36920739 ; 
176 ; Frau ; Kaja ; Elliott ; 19.4.1980 ; Gildenstr. 136 ; 49080 ; Osnabrück ; 0541 / 44191794 ; 
177 ; Herr ; Malte ; Schell ; 28.1.1928 ; Cheruskerstr. 1 ; 18528 ; Lietzow ; 03838 / 62710783 ; 
178 ; Frau ; Bettina ; Bachmann ; 5.10.1958 ; Hüfferstr. 133 ; 32130 ; Enger ; 05224 / 47639596 ; 
179 ; Frau ; Lisa ; Hampel ; 5.10.1994 ; Enschedeweg 141 ; 09931 ; Dannheim ; 03628 / 50851854 ; 
180 ; Herr ; Hendrik ; Lutter ; 25.7.1921 ; Rosenplatz 111 ; 91472 ; Ipsheim ; 09846 / 95372206 ; 
181 ; Herr ; Harald ; Riedel ; 4.10.1994 ; Horstmarer Landweg 57 ; 12207 ; Berlin ; 030 / 32554565 ; 
182 ; Frau ; Fiona ; Anderson ; 13.3.1978 ; Gescherweg 168 ; 97258 ; Hemmersheim ; 09842 / 25078963 ; 
183 ; Herr ; Erwin ; Zell ; 11.9.1955 ; Havichhorster Mühle 63 ; 37215 ; Witzenhausen ; 05542 / 11710691 ; 
184 ; Frau ; Helen ; Laufer ; 22.7.1999 ; Dortmunder Str. 24 ; 38889 ; Hüttenrode ; 03944 / 84910174 ; 
185 ; Herr ; Silas ; Hilgers ; 15.7.1987 ; Ripenhorst 131 ; 32469 ; Wasserstraße ; 05702 / 39655555 ; 
186 ; Herr ; Marius ; Volz ; 2.1.1991 ; Westenkamp 27 ; 41539 ; Dormagen ; 02133 / 40944165 ; 
187 ; Frau ; Rosa ; Clark ; 18.9.1958 ; Rinkerodeweg 135 ; 54636 ; Ließem ; 06561 / 91744099 ; 
188 ; Herr ; Luc ; Kromer ; 2.8.1974 ; Lassallestr. 30 ; 37627 ; Stadtoldendorf ; 05532 / 11045304 ; 
189 ; Herr ; Tim ; Greene ; 26.6.1998 ; Merheimer Str. 120 ; 94345 ; Aholfing ; 09429 / 63238585 ; 
190 ; Herr ; Kay ; Kreuzer ; 17.8.1948 ; Friedrich-Ebert-Str. 189 ; 06502 ; Neinstedt ; 03947 / 68781236 ; 
191 ; Herr ; Niko ; Schaller ; 18.10.1957 ; Weseler Str. 96 ; 56242 ; Selters ; 02626 / 94233640 ; 
192 ; Frau ; Katharina ; O'Brien ; 24.11.1923 ; Agrippastr. 29 ; 25563 ; Quarnstedt ; 04822 / 82474238 ; 
193 ; Herr ; Miguel ; Janz ; 16.9.1985 ; Drachterstr. 132 ; 55627 ; Weiler ; 06751 / 50987721 ; 
194 ; Herr ; Claus ; Hawkins ; 18.9.1961 ; Münzstr. 152 ; 56865 ; Walhausen ; 06542 / 84571066 ; 
195 ; Frau ; Lea ; Mathis ; 4.1.1951 ; Jakobusstr. 99 ; 09430 ; Drebach ; 03725 / 41726786 ; 
